block,ratio
10,0.42857142857142855
20,0.3333333333333333
30,0.25
40,0.25
50,0.25
60,0.2
70,0.1864406779661017
80,0.17647058823529413
90,0.15384615384615385
100,0.14942528735632185
110,0.14583333333333334
120,0.15384615384615385
130,0.14035087719298245
140,0.13821138211382114
150,0.12781954887218044
160,0.1267605633802817
170,0.11842105263157894
180,0.1111111111111111
190,0.1111111111111111
200,0.11731843575418995
210,0.11702127659574468
220,0.116751269035533
230,0.11650485436893204
240,0.1111111111111111
250,0.10619469026548672
260,0.1016949152542373
270,0.0975609756097561
280,0.09803921568627451
290,0.09848484848484848
300,0.0948905109489051
310,0.09154929577464789
320,0.08843537414965986
330,0.08552631578947369
340,0.08626198083067092
350,0.08695652173913043
360,0.08761329305135952
370,0.08504398826979472
380,0.08262108262108261
390,0.08033240997229917
400,0.08108108108108109
410,0.07894736842105263
420,0.08247422680412371
430,0.08312342569269521
440,0.08108108108108109
450,0.07913669064748201
460,0.07728337236533958
470,0.07551487414187644
480,0.0738255033557047
490,0.07221006564551423
500,0.07066381156316917
510,0.06918238993710692
520,0.06776180698151951
530,0.06854838709677419
540,0.06719367588932806
550,0.06589147286821706
560,0.06463878326996197
570,0.06542056074766354
580,0.06422018348623854
590,0.06498194945848375
600,0.06571936056838366
610,0.06457242582897033
620,0.0634648370497427
630,0.06239460370994941
640,0.06312292358803986
650,0.06209150326797386
660,0.06109324758842444
670,0.060126582278481014
680,0.059190031152647975
690,0.05828220858895705
700,0.05740181268882175
710,0.05654761904761905
720,0.05571847507331378
730,0.05491329479768786
740,0.05413105413105413
750,0.05337078651685393
760,0.05263157894736842
770,0.05191256830601093
780,0.05121293800539083
790,0.05053191489361702
800,0.051248357424441525
810,0.05058365758754864
820,0.0499359795134443
830,0.0493046776232617
840,0.04868913857677903
850,0.04808877928483354
860,0.047503045066991476
870,0.04693140794223827
880,0.04637336504161712
890,0.045828437132784956
900,0.04529616724738676
910,0.04477611940298507
920,0.045454545454545456
930,0.04611923509561305
940,0.04560622914349277
950,0.045104510451045104
960,0.04461371055495103
970,0.04638619201725998
980,0.04589114194236926
990,0.0454065469904963
1000,0.04493207941483804
1010,0.04446742502585315
1020,0.044012282497441144
1030,0.04356636271529889
1040,0.04312938816449348
1050,0.0437375745526839
1060,0.04330708661417323
1070,0.04390243902439024
1080,0.043478260869565216
1090,0.0430622009569378
1100,0.04265402843601896
1110,0.04225352112676056
1120,0.04186046511627907
1130,0.041474654377880185
1140,0.0410958904109589
1150,0.04072398190045249
1160,0.04129263913824058
1170,0.04092526690391459
1180,0.04056437389770723
1190,0.04020979020979021
1200,0.03986135181975736
1210,0.03951890034364261
1220,0.039182282793867124
1230,0.04060913705583756
1240,0.040268456375838924
1250,0.03993344425956739
1260,0.039603960396039604
1270,0.03927986906710311
1280,0.03896103896103896
1290,0.03864734299516908
1300,0.038338658146964855
1310,0.03803486529318542
1320,0.03773584905660377
1330,0.0374414976599064
1340,0.03715170278637771
1350,0.03686635944700461
1360,0.036585365853658534
1370,0.036308623298033284
1380,0.036036036036036036
1390,0.03576751117734724
1400,0.03550295857988166
1410,0.03524229074889868
1420,0.03574033552151714
1430,0.03548153511947864
1440,0.03522645578720345
1450,0.03497501784439686
1460,0.03472714386959603
1470,0.034482758620689655
1480,0.03424178895877009
1490,0.034004163775156145
1500,0.033769813921433495
1510,0.03353867214236824
1520,0.03331067301155676
1530,0.03308575286968265
1540,0.03355704697986577
1550,0.03333333333333333
1560,0.033112582781456956
1570,0.03289473684210526
1580,0.032679738562091505
1590,0.03313840155945419
1600,0.0329244673983215
1610,0.0327132777421424
1620,0.032504780114722756
1630,0.03229892336922103
1640,0.032095657646318436
1650,0.03254067584480601
1660,0.03233830845771144
1670,0.03277674706246135
1680,0.032575291948371235
1690,0.032376298106292
1700,0.03217972070431087
1710,0.03198551599275799
1720,0.03303303303303303
1730,0.03345280764635603
1740,0.0332541567695962
1750,0.03305785123966942
1760,0.03286384976525822
1770,0.03267211201866978
1780,0.03248259860788863
1790,0.03289094056549336
1800,0.03270223752151463
1810,0.032515687393040504
1820,0.03233125354509359
1830,0.0327313769751693
1840,0.03254769921436588
1850,0.03236607142857143
1860,0.03218645948945616
1870,0.03200883002207505
1880,0.031833150384193196
1890,0.03222282905516111
1900,0.03204780010863661
1910,0.031874662344678555
1920,0.03170338527673294
1930,0.03153393907001603
1940,0.031366294524189264
1950,0.031746031746031744
1960,0.031578947368421054
1970,0.031413612565445025
1980,0.03125
1990,0.03162260238465526
2000,0.03145951521402785
2010,0.03129810159055926
2020,0.031138335885655948
2030,0.030980192991366177
2040,0.030823648307225872
2050,0.030668677727501256
2060,0.030515257628814407
2070,0.030363364858138377
2080,0.030212976721149084
2090,0.030064070970921637
2100,0.029916625796959292
2110,0.02977061981454368
2120,0.02962603205439534
2130,0.029482841952634124
2140,0.02934102934102934
2150,0.02920057443752992
2160,0.029551954242135366
2170,0.029411764705882353
2180,0.02927289896128423
2190,0.02913533834586466
2200,0.028999064546304958
2210,0.028864059590316574
2220,0.028730305838739572
2230,0.02859778597785978
2240,0.028466483011937556
2250,0.0283363802559415
2260,0.028207461328480437
2270,0.028545536927956503
2280,0.028416779431664412
2290,0.02828917826672654
2300,0.028162717925793473
2310,0.028037383177570093
2320,0.027913159060700046
2330,0.027790030877812087
2340,0.02766798418972332
2350,0.027547004809794492
2360,0.027427078798432737
2370,0.027308192457737322
2380,0.028077753779697623
2390,0.028399311531841654
2400,0.028277634961439587
2410,0.028156996587030716
2420,0.028037383177570093
2430,0.027918781725888325
2440,0.02780117944397641
2450,0.027684563758389263
2460,0.02756892230576441
2470,0.02745424292845258
2480,0.027340513670256836
2490,0.027227722772277228
2500,0.027115858668857847
2510,0.027004909983633387
2520,0.02689486552567237
2530,0.026785714285714284
2540,0.02667744543249798
2550,0.026570048309178744
2560,0.026463512429831595
2570,0.026357827476038338
2580,0.026252983293556086
2590,0.02696272799365583
2600,0.026856240126382307
2610,0.02675059008654603
2620,0.02664576802507837
2630,0.02654176424668228
2640,0.026438569206842923
2650,0.026336173508907823
2660,0.026234567901234566
2670,0.026133743274404306
2680,0.026426656453466105
2690,0.026325829835940482
2700,0.026225769669327253
2710,0.026126467247254828
2720,0.027190332326283987
2730,0.02708803611738149
2740,0.026986506746626688
2750,0.0268857356235997
2760,0.026785714285714284
2770,0.026686434395848776
