block,ratio
2580,0.121251629726206
2590,0.12169770463404071
2600,0.12117291936179388
2610,0.12161581435324452
2620,0.12157534246575342
2630,0.1220136518771331
2640,0.12197195070123247
2650,0.12240576027107158
2660,0.12331081081081081
2670,0.12279226240538267
2680,0.12274821952241308
2690,0.12223612849395077
2700,0.12312811980033278
2710,0.12261806130903065
2720,0.12303881090008258
2730,0.12299465240641712
2740,0.12295081967213115
2750,0.12336601307189543
2760,0.12286411716842961
2770,0.12236628849270664
2780,0.12277867528271405
2790,0.12228479485116653
2800,0.1226944667201283
2810,0.12220447284345048
2820,0.12171837708830549
2830,0.12168053904082442
2840,0.1212001579155152
2850,0.1220472440944882
2860,0.12200863083562181
2870,0.12153184837827276
2880,0.12193221659524738
2890,0.12145906092355452
2900,0.12098956320061847
2910,0.12095531587057011
2920,0.12178255858624663
2930,0.1217457886676876
2940,0.12170927127050744
2950,0.12167300380228137
2960,0.12121212121212122
2970,0.12117780294450736
2980,0.12156567557395559
2990,0.12110986126734158
3000,0.12065745237205827
3010,0.12062546537602382
3020,0.12059369202226346
3030,0.12097669256381798
3040,0.12094395280235988
3050,0.1213235294117647
3060,0.1217008797653959
3070,0.12248628884826325
3080,0.122040072859745
3090,0.12159709618874773
3100,0.12156295224312591
3110,0.12112472963229992
3120,0.12149532710280374
3130,0.12146184163382301
3140,0.1218292247231154
3150,0.12219451371571072
3160,0.12215909090909091
3170,0.12291888062345023
3180,0.12327799364182268
3190,0.12403100775193798
3200,0.12359550561797752
3210,0.12355617780889044
3220,0.12312521799790722
3230,0.12308762169680111
3240,0.12305025996533796
3250,0.12340131351538196
3260,0.1233631977946244
3270,0.12293956043956043
3280,0.12251882272416154
3290,0.12210095497953616
3300,0.12206732403944237
3310,0.12203389830508475
3320,0.12162162162162163
3330,0.12196765498652291
3340,0.12155809267965077
3350,0.12152661533311014
3360,0.12149532710280374
3370,0.12109115103127079
3380,0.1206896551724138
3390,0.1206611570247934
3400,0.12026359143327842
3410,0.11986863711001643
3420,0.11947626841243862
3430,0.11908646003262642
3440,0.11869918699186992
3450,0.11867704280155641
3460,0.1182934712346477
3470,0.11863313990973566
3480,0.1189710610932476
3490,0.11858974358974358
3500,0.1182108626198083
3510,0.1178343949044586
3520,0.11746031746031746
3530,0.11744222855333966
3540,0.11707163142947302
3550,0.1170547514159849
3560,0.11773940345368916
3570,0.11737089201877934
3580,0.11700468018720749
3590,0.1166407465007776
3600,0.11627906976744186
3610,0.11626468769325912
3620,0.11659469463294263
3630,0.11692307692307692
3640,0.1172498465316145
3650,0.1172329354147536
3660,0.11755725190839694
3670,0.11787998781602194
3680,0.11752201639842089
3690,0.11716621253405994
3700,0.1174871639987919
3710,0.11713339355615779
3720,0.11745268849504356
3730,0.11743559017375674
3740,0.11708482676224612
3750,0.11806797853309481
3760,0.11871466825349598
3770,0.11836250370809849
3780,0.11801242236024845
3790,0.11766440578000589
3800,0.11797587525742866
3810,0.11828588200763135
3820,0.11859443631039532
3830,0.11890154834940111
3840,0.11888111888111888
3850,0.11886079628015112
3860,0.11851637206606781
3870,0.11817393816815949
3880,0.11815561959654179
3890,0.119102416570771
3900,0.11876075731497418
3910,0.11842105263157894
3920,0.11840228245363767
3930,0.11838360842344905
3940,0.11804767309875142
3950,0.1177136389360498
3960,0.11801242236024845
3970,0.11768018018018019
3980,0.11797752808988764
3990,0.11796021294480247
4000,0.11763062307907236
4010,0.11761426978818283
4020,0.11759799833194329
4030,0.11789181692094314
4040,0.11787493082457111
4050,0.11816675869685257
4060,0.1184573002754821
4070,0.11813186813186813
4080,0.11811455193203617
4090,0.11840306261963358
4100,0.11838516093835243
4110,0.11836734693877551
4120,0.11804613297150611
4130,0.11802923659989172
4140,0.11801242236024845
4150,0.11769458658766496
4160,0.11737845823260812
4170,0.11736334405144695
4180,0.11704970603955105
4190,0.11703545721141029
4200,0.11731843575418995
4210,0.11700716370390024
4220,0.11669753903148981
4230,0.11668426610348469
4240,0.11667105609691862
4250,0.11665790856542302
4260,0.11635220125786164
4270,0.11633986928104575
4280,0.11632759520083463
4290,0.11602497398543184
4300,0.11601349597716065
4310,0.11571317628785918
4320,0.11599070007749936
4330,0.11569183200206132
4340,0.11539450012850166
4350,0.1159569009748589
4360,0.1159457384182237
4370,0.11593462717058223
4380,0.11563932755985736
4390,0.11534552845528455
4400,0.11533586818757921
4410,0.11560839868454338
4420,0.11559818273599193
4430,0.11530715005035247
4440,0.11585825584317667
4450,0.11556781148157433
4460,0.11527881970492623
4470,0.11526946107784432
4480,0.11498257839721254
4490,0.11497392599950335
4500,0.11468912558830816
4510,0.11495673671199011
4520,0.1152232913890945
4530,0.11493969972926409
4540,0.11493123772102161
4550,0.11464968152866242
4560,0.11464189684673674
4570,0.11436235064618386
4580,0.11435523114355231
4590,0.1143481427530954
4600,0.11434108527131782
4610,0.11460348162475822
4620,0.11486486486486487
4630,0.11458834857968224
4640,0.11458083113139562
4650,0.11430625449317038
4660,0.11429937828790053
4670,0.11402671755725191
4680,0.11428571428571428
4690,0.11401425178147269
4700,0.11374407582938388
4710,0.11373847245211634
4720,0.11399575171111635
4730,0.11372733694372499
4740,0.11398354876615746
4750,0.114238798967863
4760,0.11449309295247015
4770,0.11448598130841121
4780,0.11421911421911422
4790,0.11421260758315888
4800,0.11394755163611046
4810,0.11394163964798518
4820,0.11393575225329328
4830,0.11392988929889299
4840,0.1141804788213628
4850,0.11443014705882353
4860,0.11442329740885118
4870,0.11416151910318005
4880,0.11390093585939283
4890,0.11389521640091116
4900,0.11363636363636363
4910,0.11363120889090497
4920,0.1136260751471254
4930,0.11412429378531073
4940,0.11386696730552424
4950,0.11411208642808914
4960,0.11435632442147832
4970,0.11409997758350146
4980,0.11434325352427836
4990,0.11408796606385353
5000,0.1140819964349376
